mode_index,m,n,q,q2,n_valid_segments,best_mean_abs_DeltaF,best_rms_DeltaF,best_K_span,best_F_span,best_n_points,best_branch_id,best_root_id,best_kind_id,best_curve_id
32,5,3,0.092032793804852159,0.0084700351355264346,4,0.00044152563380494083,0.00049424864665069596,0.059349334749084867,0.058927493332650724,1997,1,1,3,1
33,0,6,0.094685979943115978,0.0089654347977881615,4,0.00046750710293667929,0.0005227729414844682,0.059186124082721808,0.058856730166343504,1993,1,1,3,1
34,6,0,0.094685979943115978,0.0089654347977881615,4,0.00046750710293667929,0.0005227729414844682,0.059186124082721808,0.058856730166343504,1993,1,1,3,1
35,1,6,0.09599299850756611,0.0092146557624735882,4,0.00048059881906915397,0.00053717651888958516,0.059134103384005474,0.058847614808807264,1992,1,1,3,1
36,6,1,0.09599299850756611,0.0092146557624735882,4,0.00048059881906915397,0.00053717651888958516,0.059134103384005474,0.058847614808807264,1992,1,1,3,1
37,2,6,0.099811104319312241,0.0099622565454406294,4,0.00052008190212876853,0.00058034395810443974,0.058919279519679783,0.058780765185610429,1986,1,1,3,1
38,6,2,0.099811104319312241,0.0099622565454406294,4,0.00052008190212876853,0.00058034395810443974,0.058919279519679783,0.058780765185610429,1986,1,1,3,1
39,4,5,0.10106291328388925,0.010213712441426919,4,0.00053373408759714222,0.000595123028063617,0.058759702097579851,0.058757429629950807,1983,1,1,3,1
40,5,4,0.10106291328388925,0.010213712441426919,4,0.00053373408759714222,0.000595123028063617,0.058759702097579851,0.058757429629950807,1983,1,1,3,1
41,3,6,0.10586808220092093,0.011208050828900952,4,0.00058657116658027608,0.00065259624295699054,0.058385590393595727,0.058678384988401375,1975,1,1,3,1
42,6,3,0.10586808220092093,0.011208050828900952,4,0.00058657116658027608,0.00065259624295699054,0.058385590393595727,0.058678384988401375,1975,1,1,3,1
43,0,7,0.11045206220901628,0.012199658046224403,4,0.00063899713490954207,0.00070952810302468531,0.05806128689932416,0.058575093984939583,1967,1,1,3,1
44,7,0,0.11045206220901628,0.012199658046224403,4,0.00063899713490954207,0.00070952810302468531,0.05806128689932416,0.058575093984939583,1967,1,1,3,1
45,1,7,0.11157454463680248,0.01244887901090983,4,0.00065199886440878087,0.00072368942885049073,0.058001644793534764,0.058505670446964642,1965,1,1,3,1
46,7,1,0.11157454463680248,0.01244887901090983,4,0.00065199886440878087,0.00072368942885049073,0.058001644793534764,0.058505670446964642,1965,1,1,3,1
47,5,5,0.11160124644835866,0.012454838208827285,4,0.00065230706936254866,0.00072402671580457014,0.058000942726670744,0.05850567811227525,1965,1,1,3,1
48,4,6,0.11380565950251084,0.012951728134801437,4,0.00067707362738668822,0.0007505681661886882,0.057789229665905981,0.058490176602221063,1951,1,1,3,1
49,6,4,0.11380565950251084,0.012951728134801437,4,0.00067707362738668822,0.0007505681661886882,0.057789229665905981,0.058490176602221063,1951,1,1,3,1
50,2,7,0.11487593217848929,0.013196479793876871,4,0.0006896035715772005,0.00076407585036066905,0.057683360034474496,0.058481724662041858,1946,1,1,3,1
51,7,2,0.11487593217848929,0.013196479793876871,4,0.0006896035715772005,0.00076407585036066905,0.057683360034474496,0.058481724662041858,1946,1,1,3,1
52,3,7,0.12017601290331276,0.014442274077337194,4,0.00075481096594866369,0.00083430665285720497,0.057211474316210806,0.057268819818998416,1932,1,1,3,1
53,7,3,0.12017601290331276,0.014442274077337194,4,0.00075481096594866369,0.00083430665285720497,0.057211474316210806,0.057268819818998416,1932,1,1,3,1
54,5,6,0.12325929539877227,0.015192853902201804,4,0.00079501797354505411,0.00087726519305620677,0.056944629753168774,0.057209012944275439,1925,1,1,3,1
55,6,5,0.12325929539877227,0.015192853902201804,4,0.00079501797354505411,0.00087726519305620677,0.056944629753168774,0.057209012944275439,1925,1,1,3,1
56,0,8,0.12621126262534729,0.015929282813484387,4,0.0008340233004620098,0.0009189536298806791,0.056668334650943772,0.057070103558615644,1918,1,1,3,1
57,8,0,0.12621126262534729,0.015929282813484387,4,0.0008340233004620098,0.0009189536298806791,0.056668334650943772,0.057070103558615644,1918,1,1,3,1
58,1,8,0.1271947474472504,0.016178503778169814,4,0.00084750354408468366,0.00093328710011915763,0.056562665793824948,0.057059788146296676,1916,1,1,3,1
59,8,1,0.1271947474472504,0.016178503778169814,4,0.00084750354408468366,0.00093328710011915763,0.056562665793824948,0.057059788146296676,1916,1,1,3,1
60,4,7,0.12722402046483863,0.016185951383237678,4,0.00084788688307517262,0.00093370169226567685,0.05656269773837759,0.057059922573463158,1916,1,1,3,1
61,7,4,0.12722402046483863,0.016185951383237678,4,0.00084788688307517262,0.00093370169226567685,0.05656269773837759,0.057059922573463158,1916,1,1,3,1
62,2,8,0.13010036341662098,0.016926104561136853,4,0.00088591532116754994,0.00097420114093896748,0.056312131862510578,0.056971314209472983,1905,1,1,3,1
63,8,2,0.13010036341662098,0.016926104561136853,4,0.00088591532116754994,0.00097420114093896748,0.056312131862510578,0.056971314209472983,1905,1,1,3,1
64,6,6,0.13390619700214149,0.017930869595576323,4,0.00093856014419828142,0.0010300493037909699,0.055918867720653798,0.056934621798447632,1890,1,1,3,1
65,3,8,0.13480318558771962,0.018171898844597179,4,0.00095167408838050117,0.0010438911666740796,0.055812999500772328,0.056923262768064947,1888,1,1,3,1
66,8,3,0.13480318558771962,0.018171898844597179,4,0.00095167408838050117,0.0010438911666740796,0.055812999500772328,0.056923262768064947,1888,1,1,3,1
67,5,7,0.13574637067206638,0.018427077150638044,4,0.00096436682376444449,0.0010574790248492043,0.055710725936216912,0.055986083556215017,1884,1,1,3,1
68,7,5,0.13574637067206638,0.018427077150638044,4,0.00096436682376444449,0.0010574790248492043,0.055710725936216912,0.055986083556215017,1884,1,1,3,1
69,4,8,0.14112255719939906,0.019915576150497664,4,0.0010448592394510484,0.0011421914123783922,0.055110144287419817,0.055792461096388225,1870,1,1,3,1
70,8,4,0.14112255719939906,0.019915576150497664,4,0.0010448592394510484,0.0011421914123783922,0.055110144287419817,0.055792461096388225,1870,1,1,3,1
71,0,9,0.14196259929603181,0.02015337959888569,4,0.0010561138240240727,0.0011541296275623997,0.05505763896429381,0.055788686499571076,1865,1,1,3,1
72,9,0,0.14196259929603181,0.02015337959888569,4,0.0010561138240240727,0.0011541296275623997,0.05505763896429381,0.055788686499571076,1865,1,1,3,1
73,1,9,0.14283767207418047,0.020402600563571117,4,0.0010690501033388334,0.0011677037735891875,0.054951806191570363,0.055776314713744155,1861,1,1,3,1
74,9,1,0.14283767207418047,0.020402600563571117,4,0.0010690501033388334,0.0011677037735891875,0.054951806191570363,0.055776314713744155,1861,1,1,3,1
75,2,9,0.14543108796450008,0.021150201346538156,4,0.0011086521769792686,0.0012092218105908257,0.054687676560450392,0.055749296573358934,1851,1,1,3,1
76,9,2,0.14543108796450008,0.021150201346538156,4,0.0011086521769792686,0.0012092218105908257,0.054687676560450392,0.055749296573358934,1851,1,1,3,1
77,6,7,0.14548227673504621,0.021165092844012565,4,0.0011094161389370368,0.0012100370975137544,0.054687730639315445,0.055749588335912093,1851,1,1,3,1
78,7,6,0.14548227673504621,0.021165092844012565,4,0.0011094161389370368,0.0012100370975137544,0.054687730639315445,0.055749588335912093,1851,1,1,3,1
79,5,8,0.14885127449201779,0.022156701917898029,4,0.0011621605733035643,0.0012653421954963949,0.054260243064491294,0.054840794105351899,1840,1,1,3,1
80,8,5,0.14885127449201779,0.022156701917898029,4,0.0011621605733035643,0.0012653421954963949,0.054260243064491294,0.054840794105351899,1840,1,1,3,1
81,3,9,0.14965291721178869,0.022395995629998482,4,0.0011757554073684648,0.0012793513702734954,0.054154587920733632,0.054828132534247391,1837,1,1,3,1
82,9,3,0.14965291721178869,0.022395995629998482,4,0.0011757554073684648,0.0012793513702734954,0.054154587920733632,0.054828132534247391,1837,1,1,3,1
83,4,9,0.1553694723422171,0.024139672935898967,4,0.0012669793133390035,0.0013744261905305687,0.053463892040257727,0.054021375431320941,1812,1,1,3,1
84,9,4,0.1553694723422171,0.024139672935898967,4,0.0012669793133390035,0.0013744261905305687,0.053463892040257727,0.054021375431320941,1812,1,1,3,1
85,7,7,0.15620280436806763,0.024399316092448806,4,0.0012808845556527104,0.0013888591071525218,0.053349213839852236,0.053941645527804109,1809,1,1,3,1
86,0,10,0.15770509081495293,0.02487089566895255,4,0.0013069934841917746,0.0014158486640008391,0.053137918397882504,0.053913406860258382,1805,1,1,3,1
87,10,0,0.15770509081495293,0.02487089566895255,4,0.0013069934841917746,0.0014158486640008391,0.053137918397882504,0.053913406860258382,1805,1,1,3,1
88,6,8,0.15778059960360319,0.02489471761127255,4,0.0013074076590380678,0.0014163036529177748,0.05313802853157544,0.053913943444039124,1803,1,1,3,1
89,8,6,0.15778059960360319,0.02489471761127255,4,0.0013074076590380678,0.0014163036529177748,0.05313802853157544,0.053913943444039124,1803,1,1,3,1
90,1,10,0.1584932699947792,0.025120116633637977,4,0.0013183131616374523,0.0014277280443405367,0.053075365476584133,0.053842374126723477,1799,1,1,3,1
91,10,1,0.1584932699947792,0.025120116633637977,4,0.0013183131616374523,0.0014277280443405367,0.053075365476584133,0.053842374126723477,1799,1,1,3,1
92,2,10,0.16083444101499222,0.025867717416605016,4,0.001358599486587277,0.0014692256998191195,0.05275797092280439,0.053800822704665373,1788,1,1,3,1
93,10,2,0.16083444101499222,0.025867717416605016,4,0.001358599486587277,0.0014692256998191195,0.05275797092280439,0.053800822704665373,1788,1,1,3,1
94,5,9,0.16242166943883851,0.026380798703299332,4,0.0013857141772428323,0.0014973924635321256,0.052552597259186255,0.053181874328907329,1783,1,1,3,1
95,9,5,0.16242166943883851,0.026380798703299332,4,0.0013857141772428323,0.0014973924635321256,0.052552597259186255,0.053181874328907329,1783,1,1,3,1
96,3,10,0.16466181008377548,0.027113511700065342,4,0.0014243759725323611,0.0015370193718970096,0.052226045585042874,0.05307144493823341,1770,1,1,3,1
97,10,3,0.16466181008377548,0.027113511700065342,4,0.0014243759725323611,0.0015370193718970096,0.052226045585042874,0.05307144493823341,1770,1,1,3,1
98,7,8,0.16771684727453229,0.028128940859708788,4,0.0014787453755796089,0.0015929588047628239,0.051800597949170482,0.052421882474141014,1757,1,1,3,1
99,8,7,0.16771684727453229,0.028128940859708788,4,0.0014787453755796089,0.0015929588047628239,0.051800597949170482,0.052421882474141014,1757,1,1,3,1
100,4,10,0.1698740386461858,0.028857189005965827,4,0.0015165744485229817,0.0016318486157869052,0.051527203829910571,0.052319558526298528,1747,1,1,3,1
101,10,4,0.1698740386461858,0.028857189005965827,4,0.0015165744485229817,0.0016318486157869052,0.051527203829910571,0.052319558526298528,1747,1,1,3,1
102,6,9,0.17064235815492546,0.029118814396673853,4,0.0015306781542288191,0.0016463145931233686,0.051421629613215447,0.052304006300948391,1744,1,1,3,1
103,9,6,0.17064235815492546,0.029118814396673853,4,0.0015306781542288191,0.0016463145931233686,0.051421629613215447,0.052304006300948391,1744,1,1,3,1
104,0,11,0.17343775632710154,0.030080655319779048,4,0.0015823829756020768,0.001699172312498791,0.050989980769109197,0.051650993114434815,1731,1,1,3,1
105,11,0,0.17343775632710154,0.030080655319779048,4,0.0015823829756020768,0.001699172312498791,0.050989980769109197,0.051650993114434815,1731,1,1,3,1
106,1,11,0.17415474809623904,0.030329876284464475,4,0.0015948553211944108,0.0017118728483114924,0.050884409427569208,0.051634597266806241,1726,1,1,3,1
107,11,1,0.17415474809623904,0.030329876284464475,4,0.0015948553211944108,0.0017118728483114924,0.050884409427569208,0.051634597266806241,1726,1,1,3,1
108,2,11,0.17628805140289999,0.031077477067431514,4,0.0016344204486836156,0.0017522378985526871,0.050571773404334198,0.051130628663894284,1715,1,1,3,1
109,11,2,0.17628805140289999,0.031077477067431514,4,0.0016344204486836156,0.0017522378985526871,0.050571773404334198,0.051130628663894284,1715,1,1,3,1
110,5,10,0.17634714279898667,0.031098314773366192,4,0.0016360866681342462,0.0017538036455372391,0.050518528660358636,0.05111979010997475,1714,1,1,3,1
111,10,5,0.17634714279898667,0.031098314773366192,4,0.0016360866681342462,0.0017538036455372391,0.050518528660358636,0.05111979010997475,1714,1,1,3,1
112,8,8,0.17848967932899867,0.031858565626968774,4,0.0016762122071643476,0.0017946343744390844,0.050235003106265094,0.05094832175728449,1703,1,1,3,1
113,3,11,0.17978673852899116,0.032323271350891837,4,0.0017015192623430527,0.0018203196761573685,0.050023316374349001,0.050913706727348941,1697,1,1,3,1
114,11,3,0.17978673852899116,0.032323271350891837,4,0.0017015192623430527,0.0018203196761573685,0.050023316374349001,0.050913706727348941,1697,1,1,3,1
115,7,9,0.17986950170918384,0.032353037645110092,4,0.0017030470386169977,0.0018219117415499897,0.050023430961865754,0.050914467335561694,1697,1,1,3,1
116,9,7,0.17986950170918384,0.032353037645110092,4,0.0017030470386169977,0.0018219117415499897,0.050023430961865754,0.050914467335561694,1697,1,1,3,1
117,6,10,0.18394654241583536,0.033836330466740713,4,0.0017814110379454997,0.001975339138988281,0.052429214313973183,0.067098777157123535,1904,1,1,1,1
118,10,6,0.18394654241583536,0.033836330466740713,4,0.0017814110379454997,0.001975339138988281,0.052429214313973183,0.067098777157123535,1904,1,1,1,1
119,4,11,0.18457233990170988,0.034066948656792322,4,0.0017824744839178013,0.0019647576173153812,0.052429199663838688,0.067097627744837643,1901,1,1,1,1
120,11,4,0.18457233990170988,0.034066948656792322,4,0.0017824744839178013,0.0019647576173153812,0.052429199663838688,0.067097627744837643,1901,1,1,1,1
121,0,12,0.18915961558968988,0.035781360170039245,4,0.0018443910459121037,0.0019976738812877235,0.051948792440120503,0.065495242831031197,1873,1,1,1,1
122,12,0,0.18915961558968988,0.035781360170039245,4,0.0018443910459121037,0.0019976738812877235,0.051948792440120503,0.065495242831031197,1873,1,1,1,1
123,1,12,0.18981723086886676,0.036030581134724668,4,0.0018451191185116958,0.0019835276592721184,0.051895413804561225,0.063017588427052795,1863,1,1,1,1
124,12,1,0.18981723086886676,0.036030581134724668,4,0.0018451191185116958,0.0019835276592721184,0.051895413804561225,0.063017588427052795,1863,1,1,1,1
125,8,9,0.18995436929002207,0.036082662412370077,4,0.0018486426539658369,0.0019868884503092214,0.051895411858770647,0.063017553809745899,1861,1,1,1,1
126,9,8,0.18995436929002207,0.036082662412370077,4,0.0018486426539658369,0.0019868884503092214,0.051895411858770647,0.063017553809745899,1861,1,1,1,1
127,5,11,0.19054677752245691,0.036308074424192691,4,0.0018590673758553838,0.0019969621099485816,0.051895403772988014,0.062950713906158459,1859,1,1,1,1
128,11,5,0.19054677752245691,0.036308074424192691,4,0.0018590673758553838,0.0019969621099485816,0.051895403772988014,0.062950713906158459,1859,1,1,1,1
129,2,12,0.19177638519299428,0.036778181917691714,4,0.0018835633366857563,0.0020212067893751527,0.051468437311519219,0.062824300610265504,1845,1,1,1,1
130,12,2,0.19177638519299428,0.036778181917691714,4,0.0018835633366857563,0.0020212067893751527,0.051468437311519219,0.062824300610265504,1845,1,1,1,1
131,7,10,0.19253714892242732,0.037070553715176952,4,0.0018950913269867448,0.0020333384606166906,0.051468428998288851,0.062756708728235452,1845,1,1,1,1
132,10,7,0.19253714892242732,0.037070553715176952,4,0.0018950913269867448,0.0020333384606166906,0.051468428998288851,0.062756708728235452,1845,1,1,1,1
133,3,12,0.1949973748570786,0.038023976201152034,4,0.0019368026116545704,0.0020749009358593407,0.051041456141827098,0.061895492593462574,1826,1,1,1,1
134,12,3,0.1949973748570786,0.038023976201152034,4,0.0019368026116545704,0.0020749009358593407,0.051041456141827098,0.061895492593462574,1826,1,1,1,1
135,6,11,0.19760083531596523,0.039046090117567211,4,0.0019927422569413246,0.0021322917615026193,0.050529525327746266,0.058883816317921549,1786,1,1,1,1
136,11,6,0.19760083531596523,0.039046090117567211,4,0.0019927422569413246,0.0021322917615026193,0.050529525327746266,0.058883816317921549,1786,1,1,1,1
137,4,12,0.19941828779490742,0.039767653507052518,4,0.0020286545843407303,0.0021685210895427721,0.050530761955048659,0.058949238682870789,1773,1,1,1,1
138,12,4,0.19941828779490742,0.039767653507052518,4,0.0020286545843407303,0.0021685210895427721,0.050530761955048659,0.058949238682870789,1773,1,1,1,1
139,9,9,0.20076543327418536,0.04030675919777138,4,0.0020588582463882121,0.0021987790615925727,0.050105635177383104,0.058949170128684093,1768,1,1,1,1
140,8,10,0.20199054057662438,0.040800178482436937,4,0.0020811469168469749,0.0022214662767760839,0.050103708366033534,0.058948375088403886,1761,1,1,1,1
141,10,8,0.20199054057662438,0.040800178482436937,4,0.0020811469168469749,0.0022214662767760839,0.050103708366033534,0.058948375088403886,1761,1,1,1,1
142,0,13,0.20486968903322658,0.041971589484570963,4,0.0021429381716294225,0.0022836705789709378,0.049729488482650436,0.058954283448864719,1749,1,1,1,1
143,13,0,0.20486968903322658,0.041971589484570963,4,0.0021429381716294225,0.0022836705789709378,0.049729488482650436,0.058954283448864719,1749,1,1,1,1
144,5,12,0.20496043343643885,0.042008779274452887,4,0.0021445778900215928,0.0022853993772009558,0.049729372490321201,0.058954166110637002,1749,1,1,1,1
145,12,5,0.20496043343643885,0.042008779274452887,4,0.0021445778900215928,0.0022853993772009558,0.049729372490321201,0.058954166110637002,1749,1,1,1,1
146,1,13,0.20547703143966331,0.042220810449256387,4,0.002160218788684656,0.0022995762088355875,0.049301784768330477,0.058884253387534106,1743,1,1,1,1
147,13,1,0.20547703143966331,0.042220810449256387,4,0.002160218788684656,0.0022995762088355875,0.049301784768330477,0.058884253387534106,1743,1,1,1,1
148,7,11,0.20562177259717282,0.04228031336600345,4,0.0021628341224604487,0.0023023387076929265,0.049301613409540021,0.05888407105539914,1743,1,1,1,1
149,11,7,0.20562177259717282,0.04228031336600345,4,0.0021628341224604487,0.0023023387076929265,0.049301613409540021,0.05888407105539914,1743,1,1,1,1
150,2,13,0.2072882322569794,0.042968411232223433,4,0.0022025189315285519,0.0023405474088614019,0.049299831277278619,0.058882467729329688,1731,1,1,1,1
151,13,2,0.2072882322569794,0.042968411232223433,4,0.0022025189315285519,0.0023405474088614019,0.049299831277278619,0.058882467729329688,1731,1,1,1,1
152,3,13,0.21027174207601876,0.044214205515683752,4,0.0022690784097903057,0.0024060638179432387,0.048923736378143283,0.058817633284672106,1706,1,1,1,1
153,13,3,0.21027174207601876,0.044214205515683752,4,0.0022690784097903057,0.0024060638179432387,0.048923736378143283,0.058817633284672106,1706,1,1,1,1
154,6,12,0.21153438247204023,0.044746794967827408,4,0.0023015575375115349,0.002437710285321922,0.048549284495785584,0.058753172555689584,1701,1,1,1,1
155,12,6,0.21153438247204023,0.044746794967827408,4,0.0023015575375115349,0.002437710285321922,0.048549284495785584,0.058753172555689584,1701,1,1,1,1
156,9,10,0.21218924399657546,0.04502427526783824,4,0.0023173888454697381,0.0024531870605547183,0.04854720864946075,0.058685530286023205,1697,1,1,1,1
157,10,9,0.21218924399657546,0.04502427526783824,4,0.0023173888454697381,0.0024531870605547183,0.04854720864946075,0.058685530286023205,1697,1,1,1,1
158,4,13,0.21437789723193068,0.045957882821584237,4,0.002369413591697395,0.0025032166679361165,0.048127634358905311,0.057016979173737568,1672,1,1,1,1
159,13,4,0.21437789723193068,0.045957882821584237,4,0.002369413591697395,0.0025032166679361165,0.048127634358905311,0.057016979173737568,1672,1,1,1,1
160,8,11,0.21449927303667823,0.046009938133263435,4,0.0023726624012415072,0.0025065113833086091,0.048127473429658785,0.057016829338571912,1674,1,1,1,1
161,11,8,0.21449927303667823,0.046009938133263435,4,0.0023726624012415072,0.0025065113833086091,0.048127473429658785,0.057016829338571912,1674,1,1,1,1
162,7,12,0.21904569892208256,0.047981018216263646,4,0.0024871963835647721,0.0026164892978036711,0.04705269301340325,0.056751005746491917,1644,1,1,1,1
163,12,7,0.21904569892208256,0.047981018216263646,4,0.0024871963835647721,0.0026164892978036711,0.04705269301340325,0.056751005746491917,1644,1,1,1,1
164,5,13,0.21954272611267403,0.048199008588984606,4,0.0025034301841618399,0.0026305079818896939,0.047006169889253026,0.055615986510262373,1638,1,1,1,1
165,13,5,0.21954272611267403,0.048199008588984606,4,0.0025034301841618399,0.0026305079818896939,0.047006169889253026,0.055615986510262373,1638,1,1,1,1
166,0,14,0.22056699782255004,0.048649800528452795,4,0.0025235417500321933,0.0026511865416991814,0.047004840172379492,0.055614489617268205,1625,1,1,1,1
167,14,0,0.22056699782255004,0.048649800528452795,4,0.0025235417500321933,0.0026511865416991814,0.047004840172379492,0.055614489617268205,1625,1,1,1,1
168,1,14,0.22113123138339871,0.048899021493138219,4,0.0025379551619542132,0.0026653635998359197,0.047004180891151083,0.05561384751501991,1621,1,1,1,1
169,14,1,0.22113123138339871,0.048899021493138219,4,0.0025379551619542132,0.0026653635998359197,0.047004180891151083,0.05561384751501991,1621,1,1,1,1
170,2,14,0.22281522002795334,0.049646622276105265,4,0.002580257983812144,0.0027066157137777343,0.04668224971730163,0.055551145163176385,1616,1,1,1,1
171,14,2,0.22281522002795334,0.049646622276105265,4,0.002580257983812144,0.0027066157137777343,0.04668224971730163,0.055551145163176385,1616,1,1,1,1
172,10,10,0.22302867828578704,0.0497417913379051,4,0.0025902841083111326,0.0027151915050210012,0.046308472569738371,0.05547804011013345,1610,1,1,1,1
173,9,11,0.22412950479279772,0.050234034918664738,4,0.0026167976812066685,0.0027409842853294074,0.046304217381764171,0.055410259206784662,1600,1,1,1,1
174,11,9,0.22412950479279772,0.050234034918664738,4,0.0026167976812066685,0.0027409842853294074,0.046304217381764171,0.055410259206784662,1600,1,1,1,1
175,3,14,0.2255934763231543,0.050892416559565584,4,0.0026515978107847851,0.0027744591103947198,0.045933689467261535,0.054410726894773699,1591,1,1,1,1
176,14,3,0.2255934763231543,0.050892416559565584,4,0.0026515978107847851,0.0027744591103947198,0.045933689467261535,0.054410726894773699,1591,1,1,1,1
177,6,13,0.22569232216085491,0.050937024282359127,4,0.0026531524630912014,0.0027759747778172777,0.045933600932692664,0.054410622105286653,1592,1,1,1,1
178,13,6,0.22569232216085491,0.050937024282359127,4,0.0026531524630912014,0.0027759747778172777,0.045933600932692664,0.054410622105286653,1592,1,1,1,1
179,8,12,0.22739974270769003,0.051710642983523632,4,0.0027005340813786986,0.0028214514857327895,0.045612003188651558,0.054343717879891999,1569,1,1,1,1
180,12,8,0.22739974270769003,0.051710642983523632,4,0.0027005340813786986,0.0028214514857327895,0.045612003188651558,0.054343717879891999,1569,1,1,1,1
181,4,14,0.22942557369540578,0.052636093865466069,4,0.0027521203965494823,0.0028717104708116652,0.045241708721144136,0.053474906665114563,1557,1,1,1,1
182,14,4,0.22942557369540578,0.052636093865466069,4,0.0027521203965494823,0.0028717104708116652,0.045241708721144136,0.053474906665114563,1557,1,1,1,1
