mode_index,m,n,q,q2,branch_id,root_id,kind_id,source_id_0lambda_1trace,curve_id,raw_n_points,raw_K_min,raw_K_max,raw_K_span,raw_F_min,raw_F_max,raw_F_span,raw_contour_length,raw_touch_Kmin,raw_touch_Kmax,raw_touch_Fmin,raw_touch_Fmax,raw_edge_fraction,valid_n_points,valid_K_min,valid_K_max,valid_K_span,valid_F_min,valid_F_max,valid_F_span,valid_contour_length,valid_touch_Kmin,valid_touch_Kmax,valid_touch_Fmin,valid_touch_Fmax,valid_edge_fraction,complex_fraction,det_min,det_max,mean_abs_imag_lambda,min_abs_imag_lambda,rad_real_max
280,18,3,0.2871410380238234,0.082449975717398788,1,1,1,0,1,2627,0.0065140551665505333,0.062386669273050491,0.055872614106499956,0,0.10000000000000001,0.10000000000000001,0.13264067112944572,0,0,1,1,0.00076132470498667686,892,0.030420280186791195,0.059437614669421615,0.029017334482630421,0.006224492653753539,0.039026017344896594,0.032801524691143058,0.045771382634200664,0,0,0,0,0,0.34183479253901788,-1.9815830114854052e-05,0.00016555921660708282,0.0026976256171084407,0,0.0042968369739355573
280,18,3,0.2871410380238234,0.082449975717398788,1,1,3,1,1,2594,0.019588225070963465,0.077854559507672075,0.05826633443670861,0,0.10000000000000001,0.10000000000000001,0.12243274831088738,0,0,1,1,0.00077101002313030066,647,0.036397598398932619,0.055344417920896095,0.018946819521963476,0.0090468963348044849,0.028418945963975983,0.019372049629171498,0.027382854002169846,0,0,0,0,0,0.7659984579799537,-0.0086746893315974155,0.00016555921660708282,0.034039811988284506,0,0.028070482542106784
280,18,3,0.2871410380238234,0.082449975717398788,1,-1,1,0,1,1165,0.037484732151138803,0.054599247713742811,0.017114515562604009,0.0097344513336084758,0.027138372243328615,0.017403920909720139,0.050010520624042945,0,0,0,0,0,970,0.037484732151138803,0.054599247713742811,0.017114515562604009,0.0097344513336084758,0.027138372243328615,0.017403920909720139,0.049731146752916677,0,0,0,0,0,0.83261802575107291,-4.4697040003958082e-06,0.00016555921660708282,0.0060034555801605893,0,2.5860923637285131e-05
280,18,3,0.2871410380238234,0.082449975717398788,1,-1,1,0,2,11,0.054604246307572442,0.054705524014710488,0.00010127770713804635,0.027146886357564893,0.027315837192311586,0.00016895083474669295,0.00042594847738544616,0,0,0,0,0,11,0.054604246307572442,0.054705524014710488,0.00010127770713804635,0.027146886357564893,0.027315837192311586,0.00016895083474669295,0.00042594847738544616,0,0,0,0,0,1,3.4457639237366245e-06,4.3939661881096739e-05,0.0047513841539551134,0.0018399881739853434,-1.3542225921623672e-05
280,18,3,0.2871410380238234,0.082449975717398788,1,-1,3,1,1,2594,0.019588225070963465,0.077854559507672075,0.05826633443670861,0,0.10000000000000001,0.10000000000000001,0.12243274831088738,0,0,1,1,0.00077101002313030066,647,0.036397598398932619,0.055344417920896095,0.018946819521963476,0.0090468963348044849,0.028418945963975983,0.019372049629171498,0.027382854002169846,0,0,0,0,0,0.7659984579799537,-0.0086746893315974155,0.00016555921660708282,0.01313669214679122,0,0.028070482542106784
280,18,3,0.2871410380238234,0.082449975717398788,-1,1,1,0,1,224,0,0.0065959980573919033,0.0065959980573919033,0,0.0066256820427704937,0.0066256820427704937,0.0093886168746117812,1,0,1,0,0.0089285714285714281,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0.017857142857142856,-1.5630940015107838e-07,1.0194588277622542e-06,1.1077214390105519e-06,0,0.00039332755290894721
280,18,3,0.2871410380238234,0.082449975717398788,-1,1,3,1,1,3676,0.019588225070963465,0.077854559507672075,0.05826633443670861,0,0.10000000000000001,0.10000000000000001,0.18706251052509282,0,0,1,1,0.00054406964091403701,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0.3601741022850925,-0.0086746893315974155,-0.00017402876149247103,0.02226092603073036,0,0.028070482542106784
280,18,3,0.2871410380238234,0.082449975717398788,-1,-1,3,1,1,3676,0.019588225070963465,0.077854559507672075,0.05826633443670861,0,0.10000000000000001,0.10000000000000001,0.18706251052509282,0,0,1,1,0.00054406964091403701,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0.3601741022850925,-0.0086746893315974155,-0.00017402876149247103,0.0075130212614441475,0,0.028070482542106784
281,9,16,0.28916564249902038,0.083616768801871258,1,1,1,0,1,2627,0.0066060020403695581,0.062384484585192052,0.055778482544822497,0,0.10000000000000001,0.10000000000000001,0.13255007508843109,0,0,1,1,0.00076132470498667686,873,0.031380920613742494,0.059220698757656898,0.027839778143914404,0.0066364586440985328,0.038292194796531016,0.031655736152432487,0.044028337153198788,0,0,0,0,0,0.33498287019413781,-1.9497913357655844e-05,0.00014291258259349214,0.0023851215680730908,0,0.004340700497248124
281,9,16,0.28916564249902038,0.083616768801871258,1,1,3,1,1,2592,0.019862857877940412,0.077955436901063796,0.058092579023123384,0,0.10000000000000001,0.10000000000000001,0.122268312270429,0,0,1,1,0.0007716049382716049,601,0.03725443025862471,0.054877627543298321,0.017623197284673611,0.0095396931287525018,0.02755170113408939,0.018012008005336887,0.025429551414593216,0,0,0,0,0,0.75424382716049387,-0.0087293175899485504,0.00014291258259349214,0.033922391984172892,0,0.028268221817692771
