mode_index,m,n,q,q2,branch_id,root_id,kind_id,source_id_0lambda_1trace,curve_id,hopf_branch_id,is_success,n_points,K_min,K_max,K_span,F_intersection_min,F_intersection_max,F_intersection_span,mean_DeltaF,std_DeltaF,mean_abs_DeltaF,median_abs_DeltaF,p95_abs_DeltaF,rms_DeltaF,max_abs_DeltaF,K_at_max_abs_DeltaF,F_intersection_at_max_abs_DeltaF,F_Hopf_at_max_abs_DeltaF,DeltaF_at_max_abs_DeltaF,touch_Kmin,touch_Kmax,touch_Fmin,touch_Fmax,edge_fraction,complex_fraction,det_min,det_max,mean_abs_imag_lambda,min_abs_imag_lambda,rad_real_max
280,18,3,0.2871410380238234,0.082449975717398788,1,1,1,0,1,-1,1,892,0.030420280186791195,0.059437614669421615,0.029017334482630421,0.006224492653753539,0.039026017344896594,0.032801524691143058,0.004381091644994374,0.00066270919199004109,0.004381091644994374,0.0044810748387517536,0.005232058661716197,0.0044309307684715186,0.0052944014786308682,0.055343594731032085,0.028418945963975983,0.033713347442606852,0.0052944014786308682,0,0,0,0,0,0.34183479253901788,-1.9815830114854052e-05,0.00016555921660708282,0.0026976256171084407,0,0.0042968369739355573
280,18,3,0.2871410380238234,0.082449975717398788,1,1,3,1,1,-1,1,647,0.036397598398932619,0.055344417920896095,0.018946819521963476,0.0090468963348044849,0.028418945963975983,0.019372049629171498,0.004432299272957076,0.00052650207851903913,0.004432299272957076,0.0044405903703641121,0.0052287688307345974,0.0044634606846863448,0.0052959353023311201,0.055344417920896095,0.028418945963975983,0.033714881266307103,0.0052959353023311201,0,0,0,0,0,0.7659984579799537,-0.0086746893315974155,0.00016555921660708282,0.034039811988284506,0,0.028070482542106784
280,18,3,0.2871410380238234,0.082449975717398788,1,-1,1,0,1,-1,1,970,0.037484732151138803,0.054599247713742811,0.017114515562604009,0.0097344513336084758,0.027138372243328615,0.017403920909720139,0.0045768618966445943,0.00055019805349229654,0.0045768618966445943,0.0045940569984095504,0.0053559848523164677,0.0046098137401660664,0.0053853039728589611,0.053216663875123749,0.024683122081387586,0.030068426054246547,0.0053853039728589611,0,0,0,0,0,0.83261802575107291,-4.4697040003958082e-06,0.00016555921660708282,0.0060034555801605893,0,2.5860923637285131e-05
280,18,3,0.2871410380238234,0.082449975717398788,1,-1,1,0,2,-1,0,11,0.054604246307572442,0.054705524014710488,0.00010127770713804635,0.027146886357564893,0.027315837192311586,0.00016895083474669295,0.0052755602537471885,4.390560240428531e-05,0.0052755602537471885,0.0052697277619644933,0.0053373162644345142,0.0052757429517405023,0.0053375463228433097,0.054705524014710488,0.027218145430286857,0.032555691753130167,0.0053375463228433097,0,0,0,0,0,1,3.4457639237366245e-06,4.3939661881096739e-05,0.0047513841539551134,0.0018399881739853434,-1.3542225921623672e-05
280,18,3,0.2871410380238234,0.082449975717398788,1,-1,3,1,1,-1,1,647,0.036397598398932619,0.055344417920896095,0.018946819521963476,0.0090468963348044849,0.028418945963975983,0.019372049629171498,0.004432299272957076,0.00052650207851903913,0.004432299272957076,0.0044405903703641121,0.0052287688307345974,0.0044634606846863448,0.0052959353023311201,0.055344417920896095,0.028418945963975983,0.033714881266307103,0.0052959353023311201,0,0,0,0,0,0.7659984579799537,-0.0086746893315974155,0.00016555921660708282,0.01313669214679122,0,0.028070482542106784
281,9,16,0.28916564249902038,0.083616768801871258,1,1,1,0,1,-1,1,873,0.031380920613742494,0.059220698757656898,0.027839778143914404,0.0066364586440985328,0.038292194796531016,0.031655736152432487,0.00443991037103193,0.00064595405955149255,0.00443991037103193,0.0045568142294160237,0.005246434333906853,0.0044866536249021875,0.0053135610323360345,0.054916625249972824,0.027618412274849898,0.032931973307185933,0.0053135610323360345,0,0,0,0,0,0.33498287019413781,-1.9497913357655844e-05,0.00014291258259349214,0.0023851215680730908,0,0.004340700497248124
281,9,16,0.28916564249902038,0.083616768801871258,1,1,3,1,1,-1,1,601,0.03725443025862471,0.054877627543298321,0.017623197284673611,0.0095396931287525018,0.02755170113408939,0.018012008005336887,0.0044957670900623364,0.00049394321886906724,0.0044957670900623364,0.004503760112175046,0.0052435930384142071,0.0045228200971909448,0.005310274065518511,0.054877627543298321,0.02755170113408939,0.032861975199607901,0.005310274065518511,0,0,0,0,0,0.75424382716049387,-0.0087293175899485504,0.00014291258259349214,0.033922391984172892,0,0.028268221817692771
281,9,16,0.28916564249902038,0.083616768801871258,1,-1,1,0,1,-1,1,921,0.038266952604237597,0.053860365987293012,0.015593413383055414,0.010203291969645999,0.025881929907202714,0.015678637937556715,0.0046225079170254396,0.00050207078338464814,0.0046225079170254396,0.0046455751547948461,0.0053328886749407015,0.0046496940237494497,0.0053687644846958649,0.053374066027164629,0.024949966644429618,0.030318731129125483,0.0053687644846958649,0,0,0,0,0,0.87298578199052135,-3.9662685719642649e-06,0.00014291258259349214,0.0057864554779163456,0,2.1888059981496005e-05
281,9,16,0.28916564249902038,0.083616768801871258,1,-1,1,0,2,-1,0,15,0.053850509273850718,0.054013578186367206,0.00016306891251648831,0.025867324029948655,0.026132402275016158,0.00026507824506750294,0.0052716004716214333,5.2370501100484608e-05,0.0052716004716214333,0.0052812353463901271,0.0053455773757998771,0.0052718606015129824,0.0053458908034106287,0.054012351026236478,0.026017344896597731,0.03136323570000836,0.0053458908034106287,0,0,0,0,0,1,4.0651501751321183e-06,5.1678812819585485e-05,0.005157239901026409,0.0019953084421936739,-1.5925023117957385e-05
281,9,16,0.28916564249902038,0.083616768801871258,1,-1,1,0,3,-1,0,11,0.05406331412902695,0.054171952733456888,0.00010863860442993784,0.026213313995022507,0.026386169336080696,0.00017285534105818817,0.0052848487920064465,4.6901653663245897e-05,0.0052848487920064465,0.0052804130221381744,0.0053477607407885451,0.0052850569078760484,0.0053480025585948207,0.054171952733456888,0.026284189459639763,0.031632192018234584,0.0053480025585948207,0,0,0,0,0,1,1.4952266431113949e-06,4.2640949739164725e-05,0.0044325849672497497,0.0011955904783856745,-5.7177463680259429e-06
281,9,16,0.28916564249902038,0.083616768801871258,1,-1,3,1,1,-1,1,601,0.03725443025862471,0.054877627543298321,0.017623197284673611,0.0095396931287525018,0.02755170113408939,0.018012008005336887,0.0044957670900623364,0.00049394321886906724,0.0044957670900623364,0.004503760112175046,0.0052435930384142071,0.0045228200971909448,0.005310274065518511,0.054877627543298321,0.02755170113408939,0.032861975199607901,0.005310274065518511,0,0,0,0,0,0.75424382716049387,-0.0087293175899485504,0.00014291258259349214,0.012854839953046385,0,0.028268221817692771
282,16,9,0.28916564249902038,0.083616768801871258,1,1,1,0,1,-1,1,873,0.031380920613742494,0.059220698757656898,0.027839778143914404,0.0066364586440985328,0.038292194796531016,0.031655736152432487,0.00443991037103193,0.00064595405955149255,0.00443991037103193,0.0045568142294160237,0.005246434333906853,0.0044866536249021875,0.0053135610323360345,0.054916625249972824,0.027618412274849898,0.032931973307185933,0.0053135610323360345,0,0,0,0,0,0.33498287019413781,-1.9497913357655844e-05,0.00014291258259349214,0.0023851215680730908,0,0.004340700497248124
282,16,9,0.28916564249902038,0.083616768801871258,1,1,3,1,1,-1,1,601,0.03725443025862471,0.054877627543298321,0.017623197284673611,0.0095396931287525018,0.02755170113408939,0.018012008005336887,0.0044957670900623364,0.00049394321886906724,0.0044957670900623364,0.004503760112175046,0.0052435930384142071,0.0045228200971909448,0.005310274065518511,0.054877627543298321,0.02755170113408939,0.032861975199607901,0.005310274065518511,0,0,0,0,0,0.75424382716049387,-0.0087293175899485504,0.00014291258259349214,0.033922391984172892,0,0.028268221817692771
