block_id,iK,idF,K,F,F_hopf,dF_offset,ok,label,meanV,stdV,tstd,maxV,area_frac,npeaks,seconds
0,0,8,0.006,1.865671889046162e-05,0.0005546567188904616,-0.000536,1,7,8.091892505732869e-53,5.473614625472204e-56,1.200819399523891e-45,8.102833800295963e-53,0,0,9.89436
0,0,9,0.006,5.165671889046167e-05,0.0005546567188904616,-0.000503,1,7,4.82567562392722e-53,3.293460649468649e-56,7.902566939835357e-46,4.832258983349581e-53,0,0,10.1319
0,0,10,0.006,8.46567188904616e-05,0.0005546567188904616,-0.00047,1,7,2.901765099519734e-53,1.998916151098554e-56,5.243971406672603e-46,2.905760775439331e-53,0,0,10.1169
0,0,11,0.006,0.0001176567188904616,0.0005546567188904616,-0.000437,1,7,1.761607066374861e-53,1.225429099510292e-56,3.513181657114685e-46,1.764056605925185e-53,0,0,10.1259
0,0,12,0.006,0.0001506567188904616,0.0005546567188904616,-0.000404,1,7,1.081387343726309e-53,7.601002720959059e-57,2.379971747939489e-46,1.082906728389356e-53,0,0,10.0772
0,0,13,0.006,0.0001836567188904616,0.0005546567188904616,-0.000371,1,7,6.725843763846607e-54,4.780629505489728e-57,1.633584732486182e-46,6.735399904145288e-54,0,0,9.86808
0,0,14,0.006,0.0002166567188904617,0.0005546567188904616,-0.000338,1,7,4.249452980453283e-54,3.057473053316105e-57,1.139036566895916e-46,4.255564660989078e-54,0,0,9.87413
0,0,15,0.006,0.0002496567188904616,0.0005546567188904616,-0.000305,1,7,2.736810801948722e-54,1.995994952815559e-57,8.095888109825645e-47,2.740800665334953e-54,0,0,9.84687
0,0,16,0.006,0.0002826567188904616,0.0005546567188904616,-0.000272,1,7,1.805333489125812e-54,1.337148363876883e-57,5.893829137653498e-47,1.808006364913175e-54,0,0,9.86569
0,0,17,0.006,0.0003156567188904617,0.0005546567188904616,-0.000239,1,7,1.228162252165864e-54,9.263442924905148e-58,4.425083684686481e-47,1.230013959041958e-54,0,0,9.88659
0,0,18,0.006,0.0003486567188904616,0.0005546567188904616,-0.000206,1,7,8.707078617382197e-55,6.715738375698878e-58,3.462334873777718e-47,8.720502999378332e-55,0,0,9.88828
0,0,19,0.006,0.0003816567188904617,0.0005546567188904616,-0.000173,1,7,6.543700313868701e-55,5.196714382877181e-58,2.871812296169682e-47,6.554088275753652e-55,0,0,9.85442
