last_present_mode_index,last_present_q,last_present_best_mean_abs_DeltaF,last_present_best_rms_DeltaF,first_absent_mode_index,first_absent_q,first_absent_best_mean_abs_DeltaF,first_absent_best_rms_DeltaF
340,0.31679763143870204,0.0048524645658176895,0.0048551933714270365,341,0.31797427137356116,nan,nan
