mode_index,m,n,q,q2,n_valid_segments,best_mean_abs_DeltaF,best_rms_DeltaF,best_K_span,best_F_span,best_n_points,best_branch_id,best_root_id,best_kind_id,best_curve_id
341,3,20,0.31797427137356116,0.1011076372555471,0,nan,nan,nan,nan,0,nan,nan,nan,nan
342,20,3,0.31797427137356116,0.1011076372555471,0,nan,nan,nan,nan,0,nan,nan,nan,nan
343,7,19,0.31858712311679327,0.10149775501583479,0,nan,nan,nan,nan,0,nan,nan,nan,nan
344,19,7,0.31858712311679327,0.10149775501583479,0,nan,nan,nan,nan,0,nan,nan,nan,nan
345,11,17,0.31886632041743707,0.10167573029655563,0,nan,nan,nan,nan,0,nan,nan,nan,nan
346,17,11,0.31886632041743707,0.10167573029655563,0,nan,nan,nan,nan,0,nan,nan,nan,nan
347,4,20,0.32070440371383674,0.10285131456144758,0,nan,nan,nan,nan,0,nan,nan,nan,nan
348,20,4,0.32070440371383674,0.10285131456144758,0,nan,nan,nan,nan,0,nan,nan,nan,nan
349,14,15,0.32320911107197897,0.10446412947993883,0,nan,nan,nan,nan,0,nan,nan,nan,nan
350,15,14,0.32320911107197897,0.10446412947993883,0,nan,nan,nan,nan,0,nan,nan,nan,nan
351,10,18,0.32415776306489796,0.10507825535523854,0,nan,nan,nan,nan,0,nan,nan,nan,nan
352,18,10,0.32415776306489796,0.10507825535523854,0,nan,nan,nan,nan,0,nan,nan,nan,nan
353,5,20,0.32417964206416161,0.10509244032884794,0,nan,nan,nan,nan,0,nan,nan,nan,nan
354,20,5,0.32417964206416161,0.10509244032884794,0,nan,nan,nan,nan,0,nan,nan,nan,nan
355,8,19,0.32438769980240428,0.10522737978309477,0,nan,nan,nan,nan,0,nan,nan,nan,nan
356,19,8,0.32438769980240428,0.10522737978309477,0,nan,nan,nan,nan,0,nan,nan,nan,nan
357,13,16,0.32470752791944402,0.10543497868755652,0,nan,nan,nan,nan,0,nan,nan,nan,nan
358,16,13,0.32470752791944402,0.10543497868755652,0,nan,nan,nan,nan,0,nan,nan,nan,nan
359,12,17,0.32768343740081801,0.10737643514681583,0,nan,nan,nan,nan,0,nan,nan,nan,nan
360,17,12,0.32768343740081801,0.10737643514681583,0,nan,nan,nan,nan,0,nan,nan,nan,nan
361,6,20,0.3283754802390435,0.10783045602222247,0,nan,nan,nan,nan,0,nan,nan,nan,nan
362,20,6,0.3283754802390435,0.10783045602222247,0,nan,nan,nan,nan,0,nan,nan,nan,nan
363,0,21,0.33000870923759856,0.10890574817266586,0,nan,nan,nan,nan,0,nan,nan,nan,nan
364,21,0,0.33000870923759856,0.10890574817266586,0,nan,nan,nan,nan,0,nan,nan,nan,nan
365,1,21,0.3303860910167849,0.10915496913735129,0,nan,nan,nan,nan,0,nan,nan,nan,nan
366,21,1,0.3303860910167849,0.10915496913735129,0,nan,nan,nan,nan,0,nan,nan,nan,nan
367,9,19,0.33083451538268505,0.10945147656849608,0,nan,nan,nan,nan,0,nan,nan,nan,nan
368,19,9,0.33083451538268505,0.10945147656849608,0,nan,nan,nan,nan,0,nan,nan,nan,nan
369,2,21,0.33151556512525671,0.10990256992031833,0,nan,nan,nan,nan,0,nan,nan,nan,nan
370,21,2,0.33151556512525671,0.10990256992031833,0,nan,nan,nan,nan,0,nan,nan,nan,nan
371,11,18,0.33209639414794168,0.11028801500606504,0,nan,nan,nan,nan,0,nan,nan,nan,nan
372,18,11,0.33209639414794168,0.11028801500606504,0,nan,nan,nan,nan,0,nan,nan,nan,nan
373,7,20,0.33326367829491815,0.1110646792706587,0,nan,nan,nan,nan,0,nan,nan,nan,nan
374,20,7,0.33326367829491815,0.1110646792706587,0,nan,nan,nan,nan,0,nan,nan,nan,nan
375,3,21,0.33338920828931862,0.11114836420377866,0,nan,nan,nan,nan,0,nan,nan,nan,nan
376,21,3,0.33338920828931862,0.11114836420377866,0,nan,nan,nan,nan,0,nan,nan,nan,nan
377,15,15,0.33410875161086706,0.11162865790297206,0,nan,nan,nan,nan,0,nan,nan,nan,nan
378,14,16,0.33483307741535684,0.11211318973143836,0,nan,nan,nan,nan,0,nan,nan,nan,nan
379,16,14,0.33483307741535684,0.11211318973143836,0,nan,nan,nan,nan,0,nan,nan,nan,nan
380,4,21,0.33599410933776674,0.11289204150967914,0,nan,nan,nan,nan,0,nan,nan,nan,nan
381,21,4,0.33599410933776674,0.11289204150967914,0,nan,nan,nan,nan,0,nan,nan,nan,nan
382,13,17,0.33699653479130548,0.11356666446134756,0,nan,nan,nan,nan,0,nan,nan,nan,nan
383,17,13,0.33699653479130548,0.11356666446134756,0,nan,nan,nan,nan,0,nan,nan,nan,nan
384,10,19,0.33788902414633554,0.11416899263856294,0,nan,nan,nan,nan,0,nan,nan,nan,nan
385,19,10,0.33788902414633554,0.11416899263856294,0,nan,nan,nan,nan,0,nan,nan,nan,nan
386,8,20,0.33881308126741311,0.11479430403791868,0,nan,nan,nan,nan,0,nan,nan,nan,nan
387,20,8,0.33881308126741311,0.11479430403791868,0,nan,nan,nan,nan,0,nan,nan,nan,nan
388,5,21,0.3393127867868812,0.11513316727707951,0,nan,nan,nan,nan,0,nan,nan,nan,nan
389,21,5,0.3393127867868812,0.11513316727707951,0,nan,nan,nan,nan,0,nan,nan,nan,nan
390,12,18,0.34057116709481622,0.11598871985632524,0,nan,nan,nan,nan,0,nan,nan,nan,nan
391,18,12,0.34057116709481622,0.11598871985632524,0,nan,nan,nan,nan,0,nan,nan,nan,nan
392,6,21,0.34332372911066611,0.11787118297045403,0,nan,nan,nan,nan,0,nan,nan,nan,nan
393,21,6,0.34332372911066611,0.11787118297045403,0,nan,nan,nan,nan,0,nan,nan,nan,nan
394,9,20,0.34499043584325639,0.11901840082331999,0,nan,nan,nan,nan,0,nan,nan,nan,nan
395,20,9,0.34499043584325639,0.11901840082331999,0,nan,nan,nan,nan,0,nan,nan,nan,nan
