mode_index,m,n,q,q2,branch_id,root_id,kind_id,source_id_0lambda_1trace,curve_id,raw_n_points,raw_K_min,raw_K_max,raw_K_span,raw_F_min,raw_F_max,raw_F_span,raw_contour_length,raw_touch_Kmin,raw_touch_Kmax,raw_touch_Fmin,raw_touch_Fmax,raw_edge_fraction,valid_n_points,valid_K_min,valid_K_max,valid_K_span,valid_F_min,valid_F_max,valid_F_span,valid_contour_length,valid_touch_Kmin,valid_touch_Kmax,valid_touch_Fmin,valid_touch_Fmax,valid_edge_fraction,complex_fraction,det_min,det_max,mean_abs_imag_lambda,min_abs_imag_lambda,rad_real_max
199,8,13,0.24062600087699448,0.05790087229805535,1,1,1,0,1,2664,0.004600678871972361,0.06243579467552722,0.057835115803554861,0,0.10000000000000001,0.10000000000000001,0.13347440961841492,0,0,1,1,0.00075075075075075074,1457,0.018999332888592395,0.061998811628514949,0.042999478739922554,0.0024925739690974053,0.052901934623082056,0.050409360653984651,0.071167922193234284,0,0,0,0,0,0.54804804804804808,-4.0373522132340593e-05,0.00066015264612888987,0.0094011717578542948,0,0.0035015502446754036
199,8,13,0.24062600087699448,0.05790087229805535,1,1,3,1,1,2663,0.013798277244691194,0.075757408505309654,0.061959131260618458,0,0.10000000000000001,0.10000000000000001,0.12615145505726055,0,0,1,1,0.00075103266992114157,1271,0.022788525683789196,0.060184119157006846,0.03739559347321765,0.0034232385246118356,0.041427618412274846,0.03800437988766301,0.055418233809668496,0,0,0,0,0,0.89447990987607962,-0.0075387554709185744,0.00066015264612888987,0.036245885392085855,0,0.023981828459675149
199,8,13,0.24062600087699448,0.05790087229805535,1,-1,1,0,1,9,0.023273631421275465,0.023437139688991658,0.00016350826771619267,0.003598247795423943,0.0036604996028118913,6.2251807387948312e-05,0.00038906616686909046,0,0,0,0,0,9,0.023273631421275465,0.023437139688991658,0.00016350826771619267,0.003598247795423943,0.0036604996028118913,6.2251807387948312e-05,0.00038906616686909046,0,0,0,0,0,1,2.493905487860234e-07,1.213183811499064e-05,0.0023422000646863826,0.00045162329479910376,-8.1585440162079274e-07
199,8,13,0.24062600087699448,0.05790087229805535,1,-1,1,0,2,2453,0.023451795425522278,0.059777052232099143,0.036325256806576861,0.0036636857988458426,0.040023000888625954,0.03635931508978011,0.10814009338114161,0,0,0,0,0,1379,0.023451795425522278,0.059777052232099143,0.036325256806576861,0.0036636857988458426,0.040023000888625954,0.03635931508978011,0.10632771241504295,0,0,0,0,0,0.56216877293110479,-1.3441166360064947e-05,0.00066015264612888987,0.010021839376853784,0,0.00012336100726497199
199,8,13,0.24062600087699448,0.05790087229805535,1,-1,1,0,3,9,0.059774277522950649,0.059829254126127461,5.49766031768123e-05,0.040014741689767194,0.040197092235003201,0.00018235054523600691,0.00041456546207255127,0,0,0,0,0,9,0.059774277522950649,0.059829254126127461,5.49766031768123e-05,0.040014741689767194,0.040197092235003201,0.00018235054523600691,0.00041456546207255127,0,0,0,0,0,1,1.7509521752224065e-05,0.00010031675094166803,0.0074075345078263178,0.0041626124032584704,-6.9309368079045023e-05
199,8,13,0.24062600087699448,0.05790087229805535,1,-1,1,0,4,9,0.059835280868103455,0.059882175939390735,4.6895071287279821e-05,0.04021868144394744,0.040373202429999672,0.00015452098605223119,0.00035326531468861985,0,0,0,0,0,9,0.059835280868103455,0.059882175939390735,4.6895071287279821e-05,0.04021868144394744,0.040373202429999672,0.00015452098605223119,0.00035326531468861985,0,0,0,0,0,1,1.5598004916093583e-05,8.7231572564112434e-05,0.0069915749095309414,0.0039328302701286824,-6.1868615734561792e-05
199,8,13,0.24062600087699448,0.05790087229805535,1,-1,3,1,1,2663,0.013798277244691194,0.075757408505309654,0.061959131260618458,0,0.10000000000000001,0.10000000000000001,0.12615145505726055,0,0,1,1,0.00075103266992114157,1271,0.022788525683789196,0.060184119157006846,0.03739559347321765,0.0034232385246118356,0.041427618412274846,0.03800437988766301,0.055418233809668496,0,0,0,0,0,0.89447990987607962,-0.0075387554709185744,0.00066015264612888987,0.018710651173125092,0,0.023981828459675149
199,8,13,0.24062600087699448,0.05790087229805535,-1,1,1,0,1,157,0,0.0046320697838444277,0.0046320697838444277,0,0.0046466076873900881,0.0046466076873900881,0.0065655142565618991,1,0,1,0,0.012738853503184714,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0.012738853503184714,-5.9651969535210662e-09,2.4139932795732481e-07,6.6094485299458562e-07,0,0.00019371087195400017
199,8,13,0.24062600087699448,0.05790087229805535,-1,1,3,1,1,3775,0.013798277244691194,0.075757408505309654,0.061959131260618458,0,0.10000000000000001,0.10000000000000001,0.19370631367509639,0,0,1,1,0.00052980132450331126,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0.29139072847682118,-0.0075641923253211762,-8.5824281929618225e-05,0.019114504822106301,0,0.030256769301284778
199,8,13,0.24062600087699448,0.05790087229805535,-1,-1,3,1,1,3775,0.013798277244691194,0.075757408505309654,0.061959131260618458,0,0.10000000000000001,0.10000000000000001,0.19370631367509639,0,0,1,1,0.00052980132450331126,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0.29139072847682118,-0.0075641923253211762,-8.5824281929618225e-05,0.0067463350197275434,0,0.030256769301284778
