mode_index,m,n,q,q2,branch_id,root_id,kind_id,source_id_0lambda_1trace,n_contour_segments,Z_min,Z_max,Z_span,zero_fraction_absZ_le_tol,skipped_flag
1999,35,35,0.77150916576669493,0.59522639286202161,1,1,1,0,1,-0.14756917327557123,0.075411243922184248,0.22298041719775546,0,0
1999,35,35,0.77150916576669493,0.59522639286202161,1,1,3,1,0,-1.1427209075543938,-0.058964471008980807,1.0837564365454131,0,2
1999,35,35,0.77150916576669493,0.59522639286202161,1,-1,1,0,0,-1.0950421510300372,-0.095236222857923408,0.99980592817211378,0,2
1999,35,35,0.77150916576669493,0.59522639286202161,1,-1,3,1,0,-1.1427209075543938,-0.058964471008980807,1.0837564365454131,0,2
1999,35,35,0.77150916576669493,0.59522639286202161,-1,1,1,0,1,-0.047564742516353314,0.075411243922184248,0.12297598643853756,0,0
1999,35,35,0.77150916576669493,0.59522639286202161,-1,1,3,1,0,-0.1847232869487955,-0.058964471008980807,0.12575881593981469,0,2
1999,35,35,0.77150916576669493,0.59522639286202161,-1,-1,1,0,0,-0.19779318026463988,-0.095236222857923408,0.10255695740671647,0,2
1999,35,35,0.77150916576669493,0.59522639286202161,-1,-1,3,1,0,-0.1847232869487955,-0.058964471008980807,0.12575881593981469,0,2
2000,4,50,0.77159914595058299,0.59536524203166907,1,1,1,0,1,-0.14756480102463315,0.075400833484942559,0.22296563450957571,0,0
2000,4,50,0.77159914595058299,0.59536524203166907,1,1,3,1,0,-1.1427542313551091,-0.058997794809696191,1.0837564365454129,0,2
2000,4,50,0.77159914595058299,0.59536524203166907,1,-1,1,0,0,-1.0950643682478578,-0.09525843872506698,0.99980592952279079,0,2
2000,4,50,0.77159914595058299,0.59536524203166907,1,-1,3,1,0,-1.1427542313551091,-0.058997794809696191,1.0837564365454129,0,2
2000,4,50,0.77159914595058299,0.59536524203166907,-1,1,1,0,1,-0.047575850449925135,0.075400833484942559,0.12297668393486769,0,0
2000,4,50,0.77159914595058299,0.59536524203166907,-1,1,3,1,0,-0.18475661074951089,-0.058997794809696191,0.12575881593981469,0,2
2000,4,50,0.77159914595058299,0.59536524203166907,-1,-1,1,0,0,-0.19781592179272023,-0.09525843872506698,0.10255748306765325,0,2
2000,4,50,0.77159914595058299,0.59536524203166907,-1,-1,3,1,0,-0.18475661074951089,-0.058997794809696191,0.12575881593981469,0,2
2001,50,4,0.77159914595058299,0.59536524203166907,1,1,1,0,1,-0.14756480102463315,0.075400833484942559,0.22296563450957571,0,0
2001,50,4,0.77159914595058299,0.59536524203166907,1,1,3,1,0,-1.1427542313551091,-0.058997794809696191,1.0837564365454129,0,2
