mode_index,m,n,q,q2,n_valid_segments,best_mean_abs_DeltaF,best_rms_DeltaF,best_K_span,best_F_span,best_n_points,best_branch_id,best_root_id,best_kind_id,best_curve_id
2019,49,11,0.77409436015581223,0.59922207842503639,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2020,6,50,0.77481893594080664,0.6003443834924439,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2021,50,6,0.77481893594080664,0.6003443834924439,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2022,31,39,0.77589471324021009,0.60201260603410778,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2023,39,31,0.77589471324021009,0.60201260603410778,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2024,27,42,0.7763466882203407,0.60271418031069091,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2025,42,27,0.7763466882203407,0.60271418031069091,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2026,15,48,0.77657892478627522,0.60307482642220722,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2027,48,15,0.77657892478627522,0.60307482642220722,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2028,22,45,0.77667829576482805,0.60322917511215779,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2029,45,22,0.77667829576482805,0.60322917511215779,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2030,20,46,0.77682378297849264,0.6034551898010162,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2031,46,20,0.77682378297849264,0.6034551898010162,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2032,7,50,0.77690321581319266,0.60357860674088015,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2033,50,7,0.77690321581319266,0.60357860674088015,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2034,12,49,0.77776782093070462,0.60492278327529658,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2035,49,12,0.77776782093070462,0.60492278327529658,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2036,24,44,0.77798176821092502,0.60525563166859742,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2037,44,24,0.77798176821092502,0.60525563166859742,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2038,30,40,0.77834945170255554,0.60582786896566876,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2039,40,30,0.77834945170255554,0.60582786896566876,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2040,18,47,0.77842725071950558,0.60594898466272806,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2041,47,18,0.77842725071950558,0.60594898466272806,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2042,8,50,0.77929983415123361,0.60730823150814017,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2043,50,8,0.77929983415123361,0.60730823150814017,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2044,26,43,0.78071588156214844,0.60951728772336256,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2045,43,26,0.78071588156214844,0.60951728772336256,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2046,29,41,0.78133797472670841,0.61048903075003436,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2047,41,29,0.78133797472670841,0.61048903075003436,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2048,16,48,0.7814882511424639,0.6107238866737067,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2049,48,16,0.7814882511424639,0.6107238866737067,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2050,13,49,0.78173717615949945,0.61111301258982831,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2051,49,13,0.78173717615949945,0.61111301258982831,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2052,9,50,0.78200532497774045,0.61153232829354143,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2053,50,9,0.78200532497774045,0.61153232829354143,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2054,35,36,0.78231030584309025,0.61200941462830949,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2055,36,35,0.78231030584309025,0.61200941462830949,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2056,34,37,0.78284977671986411,0.61285377291034104,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2057,37,34,0.78284977671986411,0.61285377291034104,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2058,21,46,0.78325980156602426,0.61349591674924775,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2059,46,21,0.78325980156602426,0.61349591674924775,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2060,0,51,0.78356080311698628,0.61396753218133648,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2061,51,0,0.78356080311698628,0.61396753218133648,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2062,23,45,0.78371543490626261,0.61420988291031231,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2063,45,23,0.78371543490626261,0.61420988291031231,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2064,1,51,0.78371981801280355,0.61421675314602187,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2065,51,1,0.78371981801280355,0.61421675314602187,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2066,33,38,0.78392747052429423,0.61454227904261827,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2067,38,33,0.78392747052429423,0.61454227904261827,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2068,2,51,0.78419662963378578,0.61496435392898896,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2069,51,2,0.78419662963378578,0.61496435392898896,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2070,19,47,0.78424468244678103,0.61503972194605239,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2071,47,19,0.78424468244678103,0.61503972194605239,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2072,28,42,0.78485344474492069,0.61599492972796832,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2073,42,28,0.78485344474492069,0.61599492972796832,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2074,3,51,0.78499054020570802,0.61621014821244924,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2075,51,3,0.78499054020570802,0.61621014821244924,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2076,10,50,0.78501582427592398,0.6162498443636083,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2077,50,10,0.78501582427592398,0.6162498443636083,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2078,32,39,0.78554090422715372,0.61707451221401433,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2079,39,32,0.78554090422715372,0.61707451221401433,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2080,25,44,0.78559873632048116,0.61716537450833697,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2081,44,25,0.78559873632048116,0.61716537450833697,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2082,14,49,0.78599696159317956,0.6177912236337102,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2083,49,14,0.78599696159317956,0.6177912236337102,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2084,4,51,0.78610039150120625,0.61795382551834976,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2085,51,4,0.78610039150120625,0.61795382551834976,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2086,17,48,0.78667373951816755,0.61885557244749778,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2087,48,17,0.78667373951816755,0.61885557244749778,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2088,5,51,0.78752457186157065,0.62019495128575008,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2089,51,5,0.78752457186157065,0.62019495128575008,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2090,31,40,0.78768638514254863,0.62044984133893544,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2091,40,31,0.78768638514254863,0.62044984133893544,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2092,11,50,0.7883270920210943,0.6214596040144349,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2093,50,11,0.7883270920210943,0.6214596040144349,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2094,27,43,0.7888879475020617,0.62234419371401573,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2095,43,27,0.7888879475020617,0.62234419371401573,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2096,6,51,0.78926102588378488,0.62293296697912459,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2097,51,6,0.78926102588378488,0.62293296697912459,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2098,22,46,0.78994173457998196,0.62400794403123072,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2099,46,22,0.78994173457998196,0.62400794403123072,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2100,20,47,0.79032059710023772,0.62460664620087636,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2101,47,20,0.79032059710023772,0.62460664620087636,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2102,30,41,0.79035904829045944,0.62466742521460072,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2103,41,30,0.79035904829045944,0.62466742521460072,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2104,15,49,0.79054142969027463,0.62495575205674347,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2105,49,15,0.79054142969027463,0.62495575205674347,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2106,24,45,0.79098453499550037,0.62565653460204795,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2107,45,24,0.79098453499550037,0.62565653460204795,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2108,7,51,0.7913072666338663,0.62616719022756084,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2109,51,7,0.7913072666338663,0.62616719022756084,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2110,12,50,0.7919345357191433,0.62716030886469509,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2111,50,12,0.7919345357191433,0.62716030886469509,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2112,18,48,0.79212868724532826,0.62746785715700715,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2113,48,18,0.79212868724532826,0.62746785715700715,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2114,36,36,0.79296433488183915,0.62879243639459748,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2115,35,37,0.79322917507815849,0.62921252419517582,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2116,37,35,0.79322917507815849,0.62921252419517582,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2117,26,44,0.79343256823657105,0.62953524033848096,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2118,44,26,0.79343256823657105,0.62953524033848096,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2119,29,42,0.79355290480892848,0.6297262127306883,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2120,42,29,0.79355290480892848,0.6297262127306883,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2121,8,51,0.79366039021411472,0.62989681499482086,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2122,51,8,0.79366039021411472,0.62989681499482086,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2123,34,38,0.79402309972835394,0.63047268290222358,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2124,38,34,0.79402309972835394,0.63047268290222358,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2125,33,39,0.79534432697905899,0.63257259845777236,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2126,39,33,0.79534432697905899,0.63257259845777236,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2127,16,49,0.79536457823330486,0.63260481230824295,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2128,49,16,0.79536457823330486,0.63260481230824295,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2129,13,50,0.79583323515622717,0.63335053817922671,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2130,50,13,0.79583323515622717,0.63335053817922671,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2131,9,51,0.79631709248277616,0.63412091178022223,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2132,51,9,0.79631709248277616,0.63412091178022223,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2133,21,47,0.79664758403519176,0.63464737314910791,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2134,47,21,0.79664758403519176,0.63464737314910791,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2135,23,46,0.79686175201811837,0.63498865182938524,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2136,46,23,0.79686175201811837,0.63498865182938524,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2137,32,40,0.79718990680943891,0.63551174751884187,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2138,40,32,0.79718990680943891,0.63551174751884187,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2139,28,43,0.79726090029004493,0.63562494313129303,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2140,43,28,0.79726090029004493,0.63562494313129303,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2141,19,48,0.79784622230122237,0.63655859444033158,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2142,48,19,0.79784622230122237,0.63655859444033158,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2143,0,52,0.79806111546468195,0.63690154401673238,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2144,52,0,0.79806111546468195,0.63690154401673238,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2145,1,52,0.79821724172146125,0.63715076498141776,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2146,52,1,0.79821724172146125,0.63715076498141776,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2147,25,45,0.79847747459886897,0.63756627744178751,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2148,45,25,0.79847747459886897,0.63756627744178751,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2149,2,52,0.79868539849203757,0.63789836576438486,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2150,52,2,0.79868539849203757,0.63789836576438486,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2151,10,51,0.79927368770045781,0.63883842785028899,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2152,51,10,0.79927368770045781,0.63883842785028899,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2153,3,52,0.79946492108650091,0.63914416004784513,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2154,52,3,0.79946492108650091,0.63914416004784513,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2155,31,41,0.79955575014370783,0.6392893975878674,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2156,41,31,0.79955575014370783,0.6392893975878674,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2157,14,50,0.80001796806266079,0.6400287492231086,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2158,50,14,0.80001796806266079,0.6400287492231086,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2159,17,49,0.80046017894835597,0.64073649808203403,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2160,49,17,0.80046017894835597,0.64073649808203403,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2161,4,52,0.80055470603435075,0.64088783735374566,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2162,52,4,0.80055470603435075,0.64088783735374566,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2163,27,44,0.80147498172378029,0.64236214632913402,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2164,44,27,0.80147498172378029,0.64236214632913402,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2165,5,52,0.80195321753899462,0.64312896312114598,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2166,52,5,0.80195321753899462,0.64312896312114598,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2167,30,42,0.80243666865071339,0.64390460719525477,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2168,42,30,0.80243666865071339,0.64390460719525477,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2169,11,51,0.80252612885881514,0.64404818750111548,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2170,51,11,0.80252612885881514,0.64404818750111548,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2171,22,47,0.80321815245367234,0.64515940043109088,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2172,47,22,0.80321815245367234,0.64515940043109088,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2173,6,52,0.80365849638669318,0.64586697881452049,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2174,52,6,0.80365849638669318,0.64586697881452049,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2175,36,37,0.8037384810754451,0.64599554596146369,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2176,37,36,0.8037384810754451,0.64599554596146369,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2177,20,48,0.80381933212330459,0.64612551869515544,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2178,48,20,0.80381933212330459,0.64612551869515544,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2179,24,46,0.80401200458769317,0.64643530352112077,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2180,46,24,0.80401200458769317,0.64643530352112077,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2181,35,38,0.80425831309788665,0.64683143418705835,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2182,38,35,0.80425831309788665,0.64683143418705835,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2183,15,50,0.80448323639846087,0.64719327764614187,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2184,50,15,0.80448323639846087,0.64719327764614187,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2185,34,39,0.80529684111970645,0.64850300231737767,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2186,39,34,0.80529684111970645,0.64850300231737767,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2187,7,52,0.80566817118647349,0.64910120206295674,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2188,52,7,0.80566817118647349,0.64910120206295674,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2189,18,49,0.80582180585508068,0.6493487827915434,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2190,49,18,0.80582180585508068,0.6493487827915434,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2191,29,43,0.8058264243210278,0.64935622613401311,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2192,43,29,0.8058264243210278,0.64935622613401311,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2193,12,51,0.80607002943378048,0.64974889235137567,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2194,51,12,0.80607002943378048,0.64974889235137567,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2195,26,45,0.80618617159557604,0.6499361432719315,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2196,45,26,0.80618617159557604,0.6499361432719315,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2197,33,40,0.8068518040895738,0.65100983376260002,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2198,40,33,0.8068518040895738,0.65100983376260002,0,nan,nan,nan,nan,0,nan,nan,nan,nan
2199,8,52,0.80797947178762952,0.65283082683021676,0,nan,nan,nan,nan,0,nan,nan,nan,nan
